name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,tags
Skechers Mens Summits - Brisbane Casual Shoe,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/7138gB6X8NL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Black-Mens-Casual-Shoes-232057ID-BBK-SUMMITS-Brisbane-UK7/dp/B09XXQNVTR/ref=sr_1_79?qid=1679148621&s=shoes&sr=1-79,4.1,152,"₹2,480","₹4,299",men's shoes Casual Shoes
BATA mens Jazz Beige Sneaker - 10 UK (8598188),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91yMrhgxGYL._AC_UL320_.jpg,https://www.amazon.in/BATA-Mens-Beige-Canvas-Sneakers/dp/B00SWEFA1U/ref=sr_1_80?qid=1679148621&s=shoes&sr=1-80,3.5,123,₹344,₹499,men's shoes Casual Shoes
"SlickFix Shoe Bite Protector Pads - Self-adhesive skin friendly foam tape, suitable for insole, heels, sneakers, stiletto...",men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61zqkHjttGL._AC_UL320_.jpg,https://www.amazon.in/SlickFix-Shoe-Bite-Protector-Pads/dp/B0BFJ1Y4N3/ref=sr_1_81?qid=1679148621&s=shoes&sr=1-81,3.6,62,₹299,₹400,men's shoes Casual Shoes
Hush Puppies Mens Hp02 Flex Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61diQRKNoVL._AC_UL320_.jpg,https://www.amazon.in/Hush-Puppies-Leather-Loafer-8556504/dp/B09NHSK5WR/ref=sr_1_82_mod_primary_new?qid=1679148621&s=shoes&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-82,3.4,160,"₹3,118","₹3,299",men's shoes Casual Shoes
Centrino Mens 3322 Sneakers,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71u78BeE5TL._AC_UL320_.jpg,https://www.amazon.in/Centrino-Mens-Brown-Sneakers-10-3322-02/dp/B07QS8ZR41/ref=sr_1_83?qid=1679148621&s=shoes&sr=1-83,3.7,"8,479",₹699,"₹2,199",men's shoes Casual Shoes
BATA Mens Denim Casual Shoes,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71sQ3zDntBS._AC_UL320_.jpg,https://www.amazon.in/BATA-Denim-Black-Sneaker-8-8596285/dp/B0936Z9YHH/ref=sr_1_84?qid=1679148621&s=shoes&sr=1-84,4.0,"1,984",₹482,₹746,men's shoes Casual Shoes
Sneaker Cleaning Wipes I Pack of 20 I Suitable for Sneakers Sports and Smooth Leather Shoes,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51mIOEGdC1L._AC_UL320_.jpg,https://www.amazon.in/Sneaker-Cleaning-Suitable-Sneakers-Leather/dp/B0B4B5Z55V/ref=sr_1_85?qid=1679148621&s=shoes&sr=1-85,3.3,20,,₹299,men's shoes Casual Shoes
"crocs unisex-child Bayaband Clog K SLATE GREY/LIME PUNCH Clog - 2.5-3 Years, 7 Kids UK, 14 cms (C7) (207018-0GX)",men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71-IRy6dV0L._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisex-Adult-Bayaband-207018-0GX/dp/B09772YV2J/ref=sr_1_86?qid=1679148621&s=shoes&sr=1-86,2.7,104,"₹1,372","₹2,495",men's shoes Casual Shoes
Campus Men's Dragon Running Shoes,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61tMsaPtv9L._AC_UL320_.jpg,https://www.amazon.in/Campus-Dragon-Mens-Running-Shoes/dp/B07SSXY3T7/ref=sr_1_87?qid=1679148621&s=shoes&sr=1-87,3.8,"2,983","₹1,599","₹2,499",men's shoes Casual Shoes
crocs Unisex Crocband Clogs and Mules,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61g5Zco3BKL._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisex-Crocband-Microchip-11016-1FH/dp/B09X5X6X1Q/ref=sr_1_88?qid=1679148621&s=shoes&sr=1-88,4.2,"157,476","₹2,271","₹3,495",men's shoes Casual Shoes
Skechers Mens D'lux Walker - Pensive Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/613sWqlDjjL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Walker-Pensive-Walking-Color/dp/B08655KYYR/ref=sr_1_89?qid=1679148621&s=shoes&sr=1-89,4.1,"2,122","₹3,372","₹5,999",men's shoes Casual Shoes
Woodland Men's Gb 1207112nw Ankle Boot,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81M9hTRwYrL._AC_UL320_.jpg,https://www.amazon.in/Woodland-DNAVY-Boot-10-GB-1207112NW/dp/B0BR5QBJ88/ref=sr_1_90?qid=1679148621&s=shoes&sr=1-90,3.0,34,"₹2,217","₹4,295",men's shoes Casual Shoes
Sparx Mens Sc0671G Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71bZBdV8sdL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Mens-Black-Sneaker-SC0671G/dp/B09FGF6ML7/ref=sr_1_91?qid=1679148621&s=shoes&sr=1-91,3.9,753,₹930,"₹1,099",men's shoes Casual Shoes
Power Mens Engage 100 M Casual Shoes,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81-Vx7tOg2L._AC_UL320_.jpg,https://www.amazon.in/Power-Mens-Sneaker-Grey-UK/dp/B09V2Y5H4S/ref=sr_1_92?qid=1679148621&s=shoes&sr=1-92,4.3,59,"₹1,320","₹2,999",men's shoes Casual Shoes
Red Tape Men's Chelsea Boots,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/712QkuPoAqL._AC_UL320_.jpg,https://www.amazon.in/Red-Tape-Teak-Chelsea-Boots-9/dp/B0B1MBZR2F/ref=sr_1_93?qid=1679148621&s=shoes&sr=1-93,4.0,392,"₹1,899","₹7,599",men's shoes Casual Shoes
crocs unisex-adult Bayaband Clog Clog,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61LCRvTH7BL._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisex-Adult-Bayaband-205089-0GX/dp/B09773V9XR/ref=sr_1_94?qid=1679148621&s=shoes&sr=1-94,4.2,"1,173",,,men's shoes Casual Shoes
layasa Men's Sneakers Walking Shoe,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41k13ickL3L._AC_UL320_.jpg,https://www.amazon.in/layasa-Sneakers-Walking-White-Numeric_9/dp/B0BNYBMPX1/ref=sr_1_95?qid=1679148621&s=shoes&sr=1-95,2.0,1,₹399,₹999,men's shoes Casual Shoes
U.S Polo assn. Mens Monton 4.0 Sneakers,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61stFoIxKFL._AC_UL320_.jpg,https://www.amazon.in/U-S-Polo-assn-Sneakers-2FD22576N01/dp/B0B5LMRW1C/ref=sr_1_96?qid=1679148621&s=shoes&sr=1-96,4.0,236,"₹1,499","₹2,999",men's shoes Casual Shoes
Prolific Men's Casual Light Weight Knitted Loafers,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61M+NPGXJ3L._AC_UL320_.jpg,https://www.amazon.in/Prolific-Mens-Airy-Mesh-Loafers/dp/B09ZVN2NZC/ref=sr_1_97?qid=1679148621&s=shoes&sr=1-97,3.8,224,₹748,"₹4,490",men's shoes Casual Shoes
Eego Italy® Genuine Leather Light Weight Men's Steel Toe Safety Boots with Anti Skid Sole Black,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/716uGF2V9qL._AC_UL320_.jpg,https://www.amazon.in/Eego-Italy%C2%AE-Genuine-Leather-Weight/dp/B07K1JXSTJ/ref=sr_1_98?qid=1679148621&s=shoes&sr=1-98,3.8,"2,272",,₹999,men's shoes Casual Shoes
US Polo Association Men Mens Harvey 4.0 Mule,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61HnR-8ajQL._AC_UL320_.jpg,https://www.amazon.in/US-Polo-Association-Men-2FD22080W01/dp/B09SJ11XMP/ref=sr_1_99?qid=1679148621&s=shoes&sr=1-99,4.0,80,₹672,"₹1,599",men's shoes Casual Shoes
BATA Mens Trek Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61eEE4Jd9hL._AC_UL320_.jpg,https://www.amazon.in/BATA-Mens-Trek-Grey-Sneaker/dp/B0B6GC6K2P/ref=sr_1_100?qid=1679148621&s=shoes&sr=1-100,4.2,45,₹471,₹799,men's shoes Casual Shoes
road runner Comfortable Stylish Trendy Lightweight Casual Sneaker Shoes for Boys & Mens,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51OPcfu8zeL._AC_UL320_.jpg,https://www.amazon.in/road-runner-Comfortable-Stylish-Lightweight/dp/B0BDRPYV7H/ref=sr_1_101?qid=1679148621&s=shoes&sr=1-101,3.1,124,₹549,₹999,men's shoes Casual Shoes
BATA Mens Driver Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61zRflRqKBS._AC_UL320_.jpg,https://www.amazon.in/BATA-Driver-Brown-Sneaker-9-8523723/dp/B096BHTMWQ/ref=sr_1_102?qid=1679148621&s=shoes&sr=1-102,3.3,485,₹413,₹599,men's shoes Casual Shoes
YSCROWD Men's Sneakers Casual White Shoes,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51cojQcmvnL._AC_UL320_.jpg,https://www.amazon.in/CROSS-FINGER-Sneakers-Casual-Numeric_8/dp/B09CLCWYJV/ref=sr_1_103?qid=1679148621&s=shoes&sr=1-103,3.1,"1,046",₹489,₹999,men's shoes Casual Shoes
crocs Men's Clog,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71lcSsp4tHL._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisex-Classic-Oxygen-10001-4TB/dp/B09GGXJ8T6/ref=sr_1_104?qid=1679148621&s=shoes&sr=1-104,3.9,"24,171","₹1,497","₹3,995",men's shoes Casual Shoes
HOCKWOOD Stylish Lightweight Casual Sneaker Shoe for Mens & Boys,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51rbpuoJsaL._AC_UL320_.jpg,https://www.amazon.in/HOCKWOOD-Stylish-Lightweight-Sneaker-Numeric_7/dp/B09HKVQ29F/ref=sr_1_101?qid=1679148623&s=shoes&sr=1-101,3.9,"1,207",₹795,"₹1,299",men's shoes Casual Shoes
crocs Bayaband Navy/Pepper Clog-(205089-4CC)-12 UK Men (M13),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71ykzMlCWqL._AC_UL320_.jpg,https://www.amazon.in/crocs-Bayaband-Pepper-Clog-205089-4CC/dp/B0BQHVLTDH/ref=sr_1_102?qid=1679148623&s=shoes&sr=1-102,,,"₹2,377","₹4,495",men's shoes Casual Shoes
BATA mens Jazz Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91yMrhgxGYL._AC_UL320_.jpg,https://www.amazon.in/BATA-Mens-Beige-Canvas-Sneakers/dp/B00SWEF2EK/ref=sr_1_103?qid=1679148623&s=shoes&sr=1-103,3.7,307,₹369,₹499,men's shoes Casual Shoes
"Bersache Lightweight White Color Changing Casual Shoes Sole | Comfortable Outdoor, Casual, Sneakers, Walking, Gym, Trainin...",men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51OwLvN0boL._AC_UL320_.jpg,https://www.amazon.in/Bersache-Lightweight-Changing-Comfortable-Sneakers/dp/B0BV67G4NH/ref=sr_1_104?qid=1679148623&s=shoes&sr=1-104,4.6,6,₹664,"₹4,999",men's shoes Casual Shoes
Woodland Mens OGC 3608119 Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71k8TsERkwL._AC_UL320_.jpg,https://www.amazon.in/Woodland-Leather-Sneaker-OGC-3608119_Olive/dp/B08T473YPW/ref=sr_1_105?qid=1679148623&s=shoes&sr=1-105,4.0,504,"₹2,337","₹3,895",men's shoes Casual Shoes
"ASIAN Men's SKYPEE-33 High Top Casual Chunky Fashion Sneakers,Dancing Shoes | Basketball Shoes with Rubber Outsole for Boys",men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51gy2l7-bYL._AC_UL320_.jpg,https://www.amazon.in/ASIAN-Skypee-33-Walking-Running-Sneaker/dp/B09V2ZF6FZ/ref=sr_1_106?qid=1679148623&s=shoes&sr=1-106,3.5,520,₹508,₹999,men's shoes Casual Shoes
crocs Unisex-Adult Bayaband Black or White Clogs-7 Men/ 8 UK Women (M8W10) (205089),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51I8wNtYWGL._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisex-Bayaband-Clogs-M8W10-205089/dp/B07FKXSPM9/ref=sr_1_107?qid=1679148623&s=shoes&sr=1-107,4.4,870,"₹1,922","₹2,995",men's shoes Casual Shoes
"crocs Unisex-Adult Bayaband Clog (Black, White)",men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Y3xpl-GSL._AC_UL320_.jpg,https://www.amazon.in/Crocs-Bayaband-Black-Clogs-8-205089-066/dp/B0819RJD2D/ref=sr_1_108?qid=1679148623&s=shoes&sr=1-108,4.2,"1,143","₹1,922","₹3,495",men's shoes Casual Shoes
Sparx Mens Sm-402 Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81LrlJRoZkL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Mens-N-Blue-Loafers-10-SD0402G_NBNB0010/dp/B07QX7RVS9/ref=sr_1_109?qid=1679148623&s=shoes&sr=1-109,4.1,"2,368",₹552,₹649,men's shoes Casual Shoes
crocs Bayaband Unisex-Adult White/Navy_N Clog - 10 UK Men (M11) (205089-126),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61A0JAzTUOL._AC_UL320_.jpg,https://www.amazon.in/crocs-Bayaband-Unisex-Adult-White-Navy_N/dp/B0BQHTDPYV/ref=sr_1_110?qid=1679148623&s=shoes&sr=1-110,4.0,1,"₹2,113","₹4,495",men's shoes Casual Shoes
OZJI Men's Basketball Casual Boots,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/614+cjRAPwL._AC_UL320_.jpg,https://www.amazon.in/OZJI-Ozji-Ankle-Basketball-Shoes/dp/B09FTN25DP/ref=sr_1_111?qid=1679148623&s=shoes&sr=1-111,3.2,879,₹524,"₹1,699",men's shoes Casual Shoes
MACTREE Men's Mid Top Ankle Sneakers Boots,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51GwGDsHg8L._AC_UL320_.jpg,https://www.amazon.in/MACTREE-Grey-Synthetic-Sneakers-Shoes/dp/B0B84YKG4J/ref=sr_1_112?qid=1679148623&s=shoes&sr=1-112,3.4,323,₹648,"₹3,995",men's shoes Casual Shoes
Red Tape Men Black Clogs,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61W45BGUOXL._AC_UL320_.jpg,https://www.amazon.in/Red-Tape-Men-Black-Clogs/dp/B0B9WZQLWN/ref=sr_1_113?qid=1679148623&s=shoes&sr=1-113,3.6,10,₹682,"₹2,399",men's shoes Casual Shoes
Sparx Mens Sc0162g Sneakers,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61kAG+1cTIL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Mens-Black-Sneakers-162-42/dp/B07GJNY3P3/ref=sr_1_114?qid=1679148623&s=shoes&sr=1-114,4.1,"2,995",₹769,"₹1,099",men's shoes Casual Shoes
"Neeman's Knit Loafers for Men | Lightweight Shoes for Boys, Designed for All Seasons",men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51-2tgbkcCL._AC_UL320_.jpg,https://www.amazon.in/Neemans-Loafers-Lightweight-Designed-Seasons/dp/B0BH95W6VK/ref=sr_1_115?qid=1679148623&s=shoes&sr=1-115,3.8,83,"₹1,649","₹2,999",men's shoes Casual Shoes
BATA Mens Denim Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61PkG1LLW-L._AC_UL320_.jpg,https://www.amazon.in/BATA-Denim-Casual-Shoes-8599385/dp/B0B2S4ZDXG/ref=sr_1_116?qid=1679148623&s=shoes&sr=1-116,3.7,131,₹551,₹799,men's shoes Casual Shoes
BATA Mens Wonder Rain Shoe,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71hs6BMvSBL._AC_UL320_.jpg,https://www.amazon.in/BATA-Mens-Wonder-Sneakers-8-8529188/dp/B07XMHB66W/ref=sr_1_121?qid=1679148623&s=shoes&sr=1-121,4.0,"1,474",₹551,₹699,men's shoes Casual Shoes
crocs unisex-adult Bayaband Clog LEMON/WHITE Clog - 8 UK Men/ 9 UK Women (M9W11) (205089-7B0),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71HlobLfqgL._AC_UL320_.jpg,https://www.amazon.in/Crocs-Bayaband-Light-Clogs-8-205089-0FS/dp/B0819QZNMW/ref=sr_1_122?qid=1679148623&s=shoes&sr=1-122,4.3,302,"₹1,922","₹3,495",men's shoes Casual Shoes
Sparx Mens Sm-747 Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71HHkN+UvmL._AC_UL320_.jpg,https://www.amazon.in/Sparx-SM-747-White-Casual-SD0747G_WHBK_0008/dp/B0B87ZP2R1/ref=sr_1_123?qid=1679148623&s=shoes&sr=1-123,3.7,186,₹764,₹899,men's shoes Casual Shoes
Aqualite Super Comfortable Anti-Skid Clogs For Mens,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51aXIAavQJL._AC_UL320_.jpg,https://www.amazon.in/Aqualite-Weight-Resistant-Cushioned-Navy-Green/dp/B0BRFWV94T/ref=sr_1_124?qid=1679148623&s=shoes&sr=1-124,3.9,72,₹499,₹899,men's shoes Casual Shoes
AADI Men's Canvas Outdoor Casual Loafer - MRJ1641,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51s3NWRb4MS._AC_UL320_.jpg,https://www.amazon.in/AADI-Canvas-Outdoor-Casual-Loafer/dp/B0999NQW3Y/ref=sr_1_125?qid=1679148623&s=shoes&sr=1-125,3.2,568,₹189,₹999,men's shoes Casual Shoes
BATA Mens I-and Laceup Black Casual Shoes,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51LoLwn9lcL._AC_UL320_.jpg,https://www.amazon.in/BATA-Laceup-Black-Casual-8216179/dp/B09WYD7NVB/ref=sr_1_126?qid=1679148623&s=shoes&sr=1-126,3.7,9,"₹1,151","₹1,799",men's shoes Casual Shoes
Skechers Men's Ultra Flex 2.0-Litewilde Sneakers,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71I-dBxMSnL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Mens-Low-Top-Trainers-Black/dp/B07P491L5S/ref=sr_1_127?qid=1679148623&s=shoes&sr=1-127,4.1,353,"₹2,884","₹4,999",men's shoes Casual Shoes
crocs unisex-adult Bayaband Clog LEMON/WHITE Clog - 8 UK Men/ 9 UK Women (M9W11) (205089-7B0),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61LCRvTH7BL._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisex-Bayaband-M10W12-205089-0GX/dp/B097748Z14/ref=sr_1_128?qid=1679148623&s=shoes&sr=1-128,4.1,"1,484",,,men's shoes Casual Shoes
"BATA Mens Kevin Slipon Casual Shoes, (8513823)",men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51A7AJD3p1L._AC_UL320_.jpg,https://www.amazon.in/BATA-Kevin-Slipon-Casual-8513823/dp/B09XBRG3LB/ref=sr_1_129?qid=1679148623&s=shoes&sr=1-129,4.3,18,"₹1,179","₹1,999",men's shoes Casual Shoes
Helios Pack of 3 Shoe Shine On For All Type of Leather,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51PDXkkOOWL._AC_UL320_.jpg,https://www.amazon.in/Pack-Helios-Shoe-Shine-Leather/dp/B09FLL72WS/ref=sr_1_130?qid=1679148623&s=shoes&sr=1-130,5.0,1,₹179,₹597,men's shoes Casual Shoes
crocs unisex-adult Bayaband Slide Sliders,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/714fTAW19wL._AC_UL320_.jpg,https://www.amazon.in/crocs-205392-4CC-Bayaband-Slide/dp/B07B87JNYS/ref=sr_1_131?qid=1679148623&s=shoes&sr=1-131,4.3,"5,068","₹1,497","₹2,995",men's shoes Casual Shoes
Puma Mens Pacer Fire Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81z58rA6MoL._AC_UL320_.jpg,https://www.amazon.in/Puma-Pacer-Peacoat-High-Sneaker-8-38046901/dp/B08QVGRPGK/ref=sr_1_132?qid=1679148623&s=shoes&sr=1-132,4.0,"1,090","₹2,130","₹4,499",men's shoes Casual Shoes
U.S. POLO ASSN. Mens Gama 2.0 Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51Mq7EzPsEL._AC_UL320_.jpg,https://www.amazon.in/U-S-POLO-ASSN-Sneakers-2FD22387A01/dp/B0B45XDZPL/ref=sr_1_133?qid=1679148623&s=shoes&sr=1-133,4.0,98,"₹1,719","₹4,299",men's shoes Casual Shoes
BATA Mens New Mesh Mushy Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51Q5s0ll1LL._AC_UL320_.jpg,https://www.amazon.in/BATA-Mushy-Casual-Shoes-8896226/dp/B09XDJ49JK/ref=sr_1_134?qid=1679148623&s=shoes&sr=1-134,3.7,42,₹443,₹599,men's shoes Casual Shoes
crocs Unisex-Adult LiteRide Clog,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71aH0WAx1FL._AC_UL320_.jpg,https://www.amazon.in/Crocs-Literide-Black-Clogs-9-204592-05M/dp/B0819S4JZS/ref=sr_1_135?qid=1679148623&s=shoes&sr=1-135,4.0,"29,567","₹4,270","₹4,795",men's shoes Casual Shoes
TYAZDER Casual Clogs/Sandals Sneaker Shoes for Men's,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71-G+Ms7lDL._AC_UL320_.jpg,https://www.amazon.in/TYAZDER-Casual-Sandals-Sneaker-Numeric_10/dp/B0BJPGFXJT/ref=sr_1_136?qid=1679148623&s=shoes&sr=1-136,3.1,259,₹699,₹999,men's shoes Casual Shoes
Vellinto mens Ethnic Shoes loafer flat,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71rcudq5XFL._AC_UL320_.jpg,https://www.amazon.in/Vellinto%C2%AE-Ethnic-Juttis-Mojaris-Loafers/dp/B08WWY3CPT/ref=sr_1_137?qid=1679148623&s=shoes&sr=1-137,4.0,636,₹598,"₹1,299",men's shoes Casual Shoes
BATA Men Max Black Formal Shoes,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/710+f7XX2FL._AC_UL320_.jpg,https://www.amazon.in/BATA-Mens-Black-Sneaker-8316471/dp/B09NKS6ZG6/ref=sr_1_138?qid=1679148623&s=shoes&sr=1-138,3.6,802,,"₹1,199",men's shoes Casual Shoes
Puma Unisex-Adult Punch 2.0 Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61m7ejRcBhL._AC_UL320_.jpg,https://www.amazon.in/Puma-Unisex-Adult-Punch-Black-Puma-Sneaker/dp/B0B6GD111V/ref=sr_1_139?qid=1679148623&s=shoes&sr=1-139,3.9,74,"₹1,889","₹2,999",men's shoes Casual Shoes
TRACES Stylish Trendy Lightweight Canvas Casual High Top Sneaker Shoes for Boys & Mens,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61DSEfdR2NL._AC_UL320_.jpg,https://www.amazon.in/TRACES-Stylish-Lightweight-Sneaker-UK/dp/B0B5WSNPP6/ref=sr_1_140?qid=1679148623&s=shoes&sr=1-140,3.9,153,₹785,"₹1,299",men's shoes Casual Shoes
Skechers Mens Bounder-rinstet Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/7139NXICbXL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Mens-Bounder-RINSTET-Sneaker-232068-NVY/dp/B084MHVM3X/ref=sr_1_141?qid=1679148623&s=shoes&sr=1-141,4.7,32,"₹3,172","₹5,499",men's shoes Casual Shoes
BATA mens Nu Driver Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Nr4bStWYS._AC_UL320_.jpg,https://www.amazon.in/BATA-Driver-Black-Sneaker-8526821/dp/B096BF3KJ3/ref=sr_1_142?qid=1679148623&s=shoes&sr=1-142,3.4,127,₹443,₹599,men's shoes Casual Shoes
US Polo Association Mens Zane 4.0 Clogs,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61PuUNi40gL._AC_UL320_.jpg,https://www.amazon.in/US-Polo-Association-Sliders-9-2FD22083Z01/dp/B09RH1NX66/ref=sr_1_143?qid=1679148623&s=shoes&sr=1-143,3.5,168,₹899,"₹1,599",men's shoes Casual Shoes
